name,price,cuisine,reviews,Location url,location,no. of reviews,City
Ghai Biscuits,?250 for one,Bakery,4.7,https://www.zomato.com/jalandhar/ghai-biscuits-1-model-town/order,Model Town,82,Jalandhar
Ghai Biscuits,?250 for one,Fast Food,4.7,https://www.zomato.com/jalandhar/ghai-biscuits-1-model-town/order,Model Town,82,Jalandhar
Mid Point,?250 for one,North Indian,4,https://www.zomato.com/jalandhar/mid-point-shastri-nagar/order,Shastri Nagar,32,Jalandhar
Mid Point,?250 for one,Chinese,4,https://www.zomato.com/jalandhar/mid-point-shastri-nagar/order,Shastri Nagar,32,Jalandhar
Mid Point,?250 for one,Seafood,4,https://www.zomato.com/jalandhar/mid-point-shastri-nagar/order,Shastri Nagar,32,Jalandhar
Republic Food Nation,?250 for one,Burger,2.9,https://www.zomato.com/jalandhar/republic-food-nation-gt-road/order,GT Road,23,Jalandhar
Republic Food Nation,?250 for one,Sandwich,2.9,https://www.zomato.com/jalandhar/republic-food-nation-gt-road/order,GT Road,23,Jalandhar
Republic Food Nation,?250 for one,Rolls,2.9,https://www.zomato.com/jalandhar/republic-food-nation-gt-road/order,GT Road,23,Jalandhar
Republic Food Nation,?250 for one,Fast Food,2.9,https://www.zomato.com/jalandhar/republic-food-nation-gt-road/order,GT Road,23,Jalandhar
Mix ‘n Match - The Maya Hotel,?250 for one,Asian,-,https://www.zomato.com/jalandhar/mix-n-match-the-maya-hotel-1-shastri-nagar/order,Shastri Nagar,5,Jalandhar
Mix ‘n Match - The Maya Hotel,?250 for one,European,-,https://www.zomato.com/jalandhar/mix-n-match-the-maya-hotel-1-shastri-nagar/order,Shastri Nagar,5,Jalandhar
Mix ‘n Match - The Maya Hotel,?250 for one,North Indian,-,https://www.zomato.com/jalandhar/mix-n-match-the-maya-hotel-1-shastri-nagar/order,Shastri Nagar,5,Jalandhar
Mix ‘n Match - The Maya Hotel,?250 for one,Pizza,-,https://www.zomato.com/jalandhar/mix-n-match-the-maya-hotel-1-shastri-nagar/order,Shastri Nagar,5,Jalandhar
Mix ‘n Match - The Maya Hotel,?250 for one,Fast Food,-,https://www.zomato.com/jalandhar/mix-n-match-the-maya-hotel-1-shastri-nagar/order,Shastri Nagar,5,Jalandhar
Cool Point,?250 for one,Beverages,3.3,https://www.zomato.com/jalandhar/cool-point-ppr-market/order,PPR Market,154,Jalandhar
George The Irish Pub Co,?250 for one,North Indian,3.7,https://www.zomato.com/jalandhar/george-the-irish-pub-co-model-town/order,Model Town,30,Jalandhar
George The Irish Pub Co,?250 for one,Pizza,3.7,https://www.zomato.com/jalandhar/george-the-irish-pub-co-model-town/order,Model Town,30,Jalandhar
George The Irish Pub Co,?250 for one,American,3.7,https://www.zomato.com/jalandhar/george-the-irish-pub-co-model-town/order,Model Town,30,Jalandhar
George The Irish Pub Co,?250 for one,Chinese,3.7,https://www.zomato.com/jalandhar/george-the-irish-pub-co-model-town/order,Model Town,30,Jalandhar
George The Irish Pub Co,?250 for one,Pasta,3.7,https://www.zomato.com/jalandhar/george-the-irish-pub-co-model-town/order,Model Town,30,Jalandhar
Fresh And Healthy Juice Shop,?250 for one,Juices,-,https://www.zomato.com/jalandhar/fresh-and-healthy-juice-shop-shastri-nagar/order,Shastri Nagar,3,Jalandhar
Fresh And Healthy Juice Shop,?250 for one,Beverages,-,https://www.zomato.com/jalandhar/fresh-and-healthy-juice-shop-shastri-nagar/order,Shastri Nagar,3,Jalandhar
De Cafe,?250 for one,Fast Food,3.7,https://www.zomato.com/jalandhar/de-cafe-urban-estate/order,Urban Estate,54,Jalandhar
De Cafe,?250 for one,Italian,3.7,https://www.zomato.com/jalandhar/de-cafe-urban-estate/order,Urban Estate,54,Jalandhar
De Cafe,?250 for one,Healthy Food,3.7,https://www.zomato.com/jalandhar/de-cafe-urban-estate/order,Urban Estate,54,Jalandhar
De Cafe,?250 for one,Desserts,3.7,https://www.zomato.com/jalandhar/de-cafe-urban-estate/order,Urban Estate,54,Jalandhar
De Cafe,?250 for one,Beverages,3.7,https://www.zomato.com/jalandhar/de-cafe-urban-estate/order,Urban Estate,54,Jalandhar
Delicious Chicken,?250 for one,North Indian,-,https://www.zomato.com/jalandhar/delicious-chicken-nakodar-road/order,Nakodar Road,2,Jalandhar
Delicious Chicken,?250 for one,Fast Food,-,https://www.zomato.com/jalandhar/delicious-chicken-nakodar-road/order,Nakodar Road,2,Jalandhar
M54,?250 for one,Fast Food,-,https://www.zomato.com/jalandhar/m54-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
M54,?250 for one,Healthy Food,-,https://www.zomato.com/jalandhar/m54-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
M54,?250 for one,Beverages,-,https://www.zomato.com/jalandhar/m54-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
M54,?250 for one,Burger,-,https://www.zomato.com/jalandhar/m54-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
M54,?250 for one,Sandwich,-,https://www.zomato.com/jalandhar/m54-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
M54,?250 for one,Pizza,-,https://www.zomato.com/jalandhar/m54-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
M54,?250 for one,Wraps,-,https://www.zomato.com/jalandhar/m54-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Italian Spice,?250 for one,Fast Food,New,https://www.zomato.com/jalandhar/italian-spice-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Italian Spice,?250 for one,Sandwich,New,https://www.zomato.com/jalandhar/italian-spice-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Egg Express,?250 for one,Street Food,-,https://www.zomato.com/jalandhar/egg-express-nakodar-road/order,Nakodar Road,1,Jalandhar
Shine Bake House,?250 for one,Bakery,-,https://www.zomato.com/jalandhar/shine-bake-house-nakodar-road/order,Nakodar Road,3,Jalandhar
Shine Bake House,?250 for one,Desserts,-,https://www.zomato.com/jalandhar/shine-bake-house-nakodar-road/order,Nakodar Road,3,Jalandhar
Chicken Chef,?250 for one,North Indian,-,https://www.zomato.com/jalandhar/chicken-chef-nakodar-road/order,Nakodar Road,3,Jalandhar
Chicken Chef,?250 for one,Fast Food,-,https://www.zomato.com/jalandhar/chicken-chef-nakodar-road/order,Nakodar Road,3,Jalandhar
Yuvraj Juice Bar,?250 for one,Fast Food,-,https://www.zomato.com/jalandhar/yuvraj-juice-bar-shastri-nagar/order,Shastri Nagar,9,Jalandhar
Yuvraj Juice Bar,?250 for one,Beverages,-,https://www.zomato.com/jalandhar/yuvraj-juice-bar-shastri-nagar/order,Shastri Nagar,9,Jalandhar
Vrindavan Foods,?250 for one,Mithai,3.9,https://www.zomato.com/jalandhar/vrindavan-foods-model-house/order,Model House,49,Jalandhar
Vrindavan Foods,?250 for one,Street Food,3.9,https://www.zomato.com/jalandhar/vrindavan-foods-model-house/order,Model House,49,Jalandhar
Punjab Food Plaza,?250 for one,North Indian,4,https://www.zomato.com/jalandhar/punjab-food-plaza-3-shastri-nagar/order,Shastri Nagar,24,Jalandhar
Punjab Food Plaza,?250 for one,Fast Food,4,https://www.zomato.com/jalandhar/punjab-food-plaza-3-shastri-nagar/order,Shastri Nagar,24,Jalandhar
Punjab Food Plaza,?250 for one,Chinese,4,https://www.zomato.com/jalandhar/punjab-food-plaza-3-shastri-nagar/order,Shastri Nagar,24,Jalandhar
VIP Kitchen,?250 for one,Burger,4,https://www.zomato.com/jalandhar/vip-kitchen-urban-estate/order,Urban Estate,17,Jalandhar
VIP Kitchen,?250 for one,Pizza,4,https://www.zomato.com/jalandhar/vip-kitchen-urban-estate/order,Urban Estate,17,Jalandhar
VIP Kitchen,?250 for one,Fast Food,4,https://www.zomato.com/jalandhar/vip-kitchen-urban-estate/order,Urban Estate,17,Jalandhar
VIP Kitchen,?250 for one,North Indian,4,https://www.zomato.com/jalandhar/vip-kitchen-urban-estate/order,Urban Estate,17,Jalandhar
Burg Junction,?250 for one,Fast Food,3,https://www.zomato.com/jalandhar/burg-junction-nakodar-road/order,Nakodar Road,24,Jalandhar
Burg Junction,?250 for one,Beverages,3,https://www.zomato.com/jalandhar/burg-junction-nakodar-road/order,Nakodar Road,24,Jalandhar
Burg Junction,?250 for one,Ice Cream,3,https://www.zomato.com/jalandhar/burg-junction-nakodar-road/order,Nakodar Road,24,Jalandhar
Burg Junction,?250 for one,Desserts,3,https://www.zomato.com/jalandhar/burg-junction-nakodar-road/order,Nakodar Road,24,Jalandhar
Burg Junction,?250 for one,Shake,3,https://www.zomato.com/jalandhar/burg-junction-nakodar-road/order,Nakodar Road,24,Jalandhar
Roll N Roll Wraps,?250 for one,Fast Food,-,https://www.zomato.com/jalandhar/roll-n-roll-wraps-shastri-nagar/order,Shastri Nagar,1,Jalandhar
Roll N Roll Wraps,?250 for one,Chinese,-,https://www.zomato.com/jalandhar/roll-n-roll-wraps-shastri-nagar/order,Shastri Nagar,1,Jalandhar
Roll N Roll Wraps,?250 for one,Beverages,-,https://www.zomato.com/jalandhar/roll-n-roll-wraps-shastri-nagar/order,Shastri Nagar,1,Jalandhar
The Harshay's Cafe,?100 for one,Beverages,-,https://www.zomato.com/jalandhar/the-harshays-cafe-1-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
The Harshay's Cafe,?100 for one,Fast Food,-,https://www.zomato.com/jalandhar/the-harshays-cafe-1-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Jassi Chicken Corner,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/jassi-chicken-corner-shastri-nagar/order,Shastri Nagar,2,Jalandhar
Jassi Chicken Corner,?100 for one,Mughlai,-,https://www.zomato.com/jalandhar/jassi-chicken-corner-shastri-nagar/order,Shastri Nagar,2,Jalandhar
Jassi Chicken Corner,?100 for one,Burger,-,https://www.zomato.com/jalandhar/jassi-chicken-corner-shastri-nagar/order,Shastri Nagar,2,Jalandhar
Jassi Chicken Corner,?100 for one,Kebab,-,https://www.zomato.com/jalandhar/jassi-chicken-corner-shastri-nagar/order,Shastri Nagar,2,Jalandhar
Pizza Tower,?100 for one,Pizza,4,https://www.zomato.com/jalandhar/pizza-tower-ppr-market/order,PPR Market,35,Jalandhar
Pizza Tower,?100 for one,Fast Food,4,https://www.zomato.com/jalandhar/pizza-tower-ppr-market/order,PPR Market,35,Jalandhar
Pizza Tower,?100 for one,Beverages,4,https://www.zomato.com/jalandhar/pizza-tower-ppr-market/order,PPR Market,35,Jalandhar
Sanjha Pizza,?100 for one,Pizza,-,https://www.zomato.com/jalandhar/sanjha-pizza-gt-road/order,GT Road,8,Jalandhar
Sanjha Pizza,?100 for one,Fast Food,-,https://www.zomato.com/jalandhar/sanjha-pizza-gt-road/order,GT Road,8,Jalandhar
Friends Food Corner,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/friends-food-corner-gt-road/order,GT Road,31,Jalandhar
Friends Food Corner,?100 for one,Mughlai,-,https://www.zomato.com/jalandhar/friends-food-corner-gt-road/order,GT Road,31,Jalandhar
Hotel R1 Inn,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/hotel-r1-inn-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Hotel R1 Inn,?100 for one,Chinese,-,https://www.zomato.com/jalandhar/hotel-r1-inn-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Hotel R1 Inn,?100 for one,Sandwich,-,https://www.zomato.com/jalandhar/hotel-r1-inn-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Hotel R1 Inn,?100 for one,Fast Food,-,https://www.zomato.com/jalandhar/hotel-r1-inn-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Hotel R1 Inn,?100 for one,Desserts,-,https://www.zomato.com/jalandhar/hotel-r1-inn-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Kuch Hat Ke,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/kuch-hat-ke-adarsh-nagar/order,Adarsh Nagar,11,Jalandhar
Kuch Hat Ke,?100 for one,Burger,-,https://www.zomato.com/jalandhar/kuch-hat-ke-adarsh-nagar/order,Adarsh Nagar,11,Jalandhar
Wrap It Up,?100 for one,Mexican,2.7,https://www.zomato.com/jalandhar/wrap-it-up-urban-estate/order,Urban Estate,24,Jalandhar
Wrap It Up,?100 for one,Fast Food,2.7,https://www.zomato.com/jalandhar/wrap-it-up-urban-estate/order,Urban Estate,24,Jalandhar
Wrap It Up,?100 for one,Beverages,2.7,https://www.zomato.com/jalandhar/wrap-it-up-urban-estate/order,Urban Estate,24,Jalandhar
Tim Tim Fast Food,?100 for one,Chinese,-,https://www.zomato.com/jalandhar/tim-tim-fast-food-model-house/order,Model House,1,Jalandhar
Arora Fast Food And Snacks,?100 for one,Fast Food,-,https://www.zomato.com/jalandhar/arora-fast-food-and-snacks-1-adarsh-nagar/order,Adarsh Nagar,6,Jalandhar
Arora Fast Food And Snacks,?100 for one,Street Food,-,https://www.zomato.com/jalandhar/arora-fast-food-and-snacks-1-adarsh-nagar/order,Adarsh Nagar,6,Jalandhar
Arora Fast Food And Snacks,?100 for one,Chinese,-,https://www.zomato.com/jalandhar/arora-fast-food-and-snacks-1-adarsh-nagar/order,Adarsh Nagar,6,Jalandhar
Royal Treat Kitchen,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/royal-treat-kitchen-urban-estate/order,Urban Estate,8,Jalandhar
Chinese Dil Se,?100 for one,Chinese,-,https://www.zomato.com/jalandhar/chinese-dil-se-urban-estate/order,Urban Estate,8,Jalandhar
Chinese Dil Se,?100 for one,Fast Food,-,https://www.zomato.com/jalandhar/chinese-dil-se-urban-estate/order,Urban Estate,8,Jalandhar
Chinese Dil Se,?100 for one,Beverages,-,https://www.zomato.com/jalandhar/chinese-dil-se-urban-estate/order,Urban Estate,8,Jalandhar
Cake Zone,?200 for one,Bakery,New,https://www.zomato.com/jalandhar/cake-zone-ppr-market/order,PPR Market,0,Jalandhar
Cake Zone,?200 for one,Desserts,New,https://www.zomato.com/jalandhar/cake-zone-ppr-market/order,PPR Market,0,Jalandhar
Desi Adda,?200 for one,North Indian,-,https://www.zomato.com/jalandhar/desi-adda-5-model-town/order,Model Town,0,Jalandhar
Desi Adda,?200 for one,Chinese,-,https://www.zomato.com/jalandhar/desi-adda-5-model-town/order,Model Town,0,Jalandhar
Desi Adda,?200 for one,Fast Food,-,https://www.zomato.com/jalandhar/desi-adda-5-model-town/order,Model Town,0,Jalandhar
Singh Fast Food,?200 for one,Fast Food,-,https://www.zomato.com/jalandhar/singh-fast-food-maqsudan/order,Maqsudan,1,Jalandhar
Singh Fast Food,?200 for one,South Indian,-,https://www.zomato.com/jalandhar/singh-fast-food-maqsudan/order,Maqsudan,1,Jalandhar
Yuvraj Fast Food,?200 for one,Fast Food,-,https://www.zomato.com/jalandhar/yuvraj-fast-food-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Softizza,?200 for one,Burger,-,https://www.zomato.com/jalandhar/softizza-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Softizza,?200 for one,Fast Food,-,https://www.zomato.com/jalandhar/softizza-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Softizza,?200 for one,Desserts,-,https://www.zomato.com/jalandhar/softizza-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Softizza,?200 for one,Sandwich,-,https://www.zomato.com/jalandhar/softizza-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Eastern Biryani,?200 for one,Biryani,-,https://www.zomato.com/jalandhar/eastern-biryani-model-town/order,Model Town,1,Jalandhar
Finger Licks,?200 for one,Fast Food,-,https://www.zomato.com/jalandhar/finger-licks-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Finger Licks,?200 for one,Pizza,-,https://www.zomato.com/jalandhar/finger-licks-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Finger Licks,?200 for one,Beverages,-,https://www.zomato.com/jalandhar/finger-licks-adarsh-nagar/order,Adarsh Nagar,7,Jalandhar
Prashar Refreshment,?200 for one,Street Food,-,https://www.zomato.com/jalandhar/prashar-refreshment-shastri-nagar/order,Shastri Nagar,1,Jalandhar
Brothers Grill,?200 for one,Charcoal Chicken,-,https://www.zomato.com/jalandhar/brothers-grill-1-shastri-nagar/order,Shastri Nagar,10,Jalandhar
Brothers Grill,?200 for one,Healthy Food,-,https://www.zomato.com/jalandhar/brothers-grill-1-shastri-nagar/order,Shastri Nagar,10,Jalandhar
Brothers Grill,?200 for one,Fast Food,-,https://www.zomato.com/jalandhar/brothers-grill-1-shastri-nagar/order,Shastri Nagar,10,Jalandhar
Brothers Grill,?200 for one,Wraps,-,https://www.zomato.com/jalandhar/brothers-grill-1-shastri-nagar/order,Shastri Nagar,10,Jalandhar
Brothers Grill,?200 for one,Sandwich,-,https://www.zomato.com/jalandhar/brothers-grill-1-shastri-nagar/order,Shastri Nagar,10,Jalandhar
Brothers Grill,?200 for one,Beverages,-,https://www.zomato.com/jalandhar/brothers-grill-1-shastri-nagar/order,Shastri Nagar,10,Jalandhar
Shamma Caters,?200 for one,North Indian,-,https://www.zomato.com/jalandhar/shamma-caters-adarsh-nagar/order,Adarsh Nagar,1,Jalandhar
Sharma Paratha Junction,?200 for one,North Indian,-,https://www.zomato.com/jalandhar/sharma-paratha-junction-shastri-nagar/order,Shastri Nagar,1,Jalandhar
Khana Khazana By Sonakshi,?50 for one,South Indian,-,https://www.zomato.com/jalandhar/khana-khazana-by-sonakshi-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Kukad Hut,?50 for one,North Indian,-,https://www.zomato.com/jalandhar/kukad-hut-maqsudan/order,Maqsudan,0,Jalandhar
Kukad Hut,?50 for one,Fast Food,-,https://www.zomato.com/jalandhar/kukad-hut-maqsudan/order,Maqsudan,0,Jalandhar
Kukad Hut,?50 for one,Chinese,-,https://www.zomato.com/jalandhar/kukad-hut-maqsudan/order,Maqsudan,0,Jalandhar
Food Snacks,?50 for one,Rolls,-,https://www.zomato.com/jalandhar/food-snacks-maqsudan/order,Maqsudan,0,Jalandhar
Food Snacks,?50 for one,Beverages,-,https://www.zomato.com/jalandhar/food-snacks-maqsudan/order,Maqsudan,0,Jalandhar
Paranthe Wali Gali,?50 for one,North Indian,-,https://www.zomato.com/jalandhar/paranthe-wali-gali-ppr-market/order,PPR Market,0,Jalandhar
Paranthe Wali Gali,?50 for one,Fast Food,-,https://www.zomato.com/jalandhar/paranthe-wali-gali-ppr-market/order,PPR Market,0,Jalandhar
Paranthe Wali Gali,?50 for one,Beverages,-,https://www.zomato.com/jalandhar/paranthe-wali-gali-ppr-market/order,PPR Market,0,Jalandhar
Foodyard Cafe,?50 for one,Italian,-,https://www.zomato.com/jalandhar/foodyard-cafe-model-town/order,Model Town,0,Jalandhar
Foodyard Cafe,?50 for one,Sandwich,-,https://www.zomato.com/jalandhar/foodyard-cafe-model-town/order,Model Town,0,Jalandhar
Foodyard Cafe,?50 for one,Burger,-,https://www.zomato.com/jalandhar/foodyard-cafe-model-town/order,Model Town,0,Jalandhar
Foodyard Cafe,?50 for one,Chinese,-,https://www.zomato.com/jalandhar/foodyard-cafe-model-town/order,Model Town,0,Jalandhar
Foodyard Cafe,?50 for one,Street Food,-,https://www.zomato.com/jalandhar/foodyard-cafe-model-town/order,Model Town,0,Jalandhar
Foodyard Cafe,?50 for one,Beverages,-,https://www.zomato.com/jalandhar/foodyard-cafe-model-town/order,Model Town,0,Jalandhar
Flavourochs,?50 for one,Fast Food,-,https://www.zomato.com/jalandhar/flavourochs-1-ppr-market/order,PPR Market,1,Jalandhar
Flavourochs,?50 for one,Burger,-,https://www.zomato.com/jalandhar/flavourochs-1-ppr-market/order,PPR Market,1,Jalandhar
The Permit House,?50 for one,North Indian,-,https://www.zomato.com/jalandhar/the-permit-house-model-town/order,Model Town,7,Jalandhar
The Permit House,?50 for one,Chinese,-,https://www.zomato.com/jalandhar/the-permit-house-model-town/order,Model Town,7,Jalandhar
The Permit House,?50 for one,Fast Food,-,https://www.zomato.com/jalandhar/the-permit-house-model-town/order,Model Town,7,Jalandhar
The Permit House,?50 for one,Desserts,-,https://www.zomato.com/jalandhar/the-permit-house-model-town/order,Model Town,7,Jalandhar
Mandeep Dairy,?50 for one,Bakery,-,https://www.zomato.com/jalandhar/mandeep-dairy-ppr-market/order,PPR Market,0,Jalandhar
Mandeep Dairy,?50 for one,Beverages,-,https://www.zomato.com/jalandhar/mandeep-dairy-ppr-market/order,PPR Market,0,Jalandhar
Pizza Town,?50 for one,Pizza,-,https://www.zomato.com/jalandhar/pizza-town-nakodar-road/order,Nakodar Road,8,Jalandhar
Kukkad Junction,?50 for one,North Indian,New,https://www.zomato.com/jalandhar/kukkad-junction-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Kukkad Junction,?50 for one,Fast Food,New,https://www.zomato.com/jalandhar/kukkad-junction-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
OZI Jacks,?50 for one,Fast Food,New,https://www.zomato.com/jalandhar/ozi-jacks-ppr-market/order,PPR Market,0,Jalandhar
OZI Jacks,?50 for one,Pizza,New,https://www.zomato.com/jalandhar/ozi-jacks-ppr-market/order,PPR Market,0,Jalandhar
OZI Jacks,?50 for one,Sandwich,New,https://www.zomato.com/jalandhar/ozi-jacks-ppr-market/order,PPR Market,0,Jalandhar
OZI Jacks,?50 for one,Burger,New,https://www.zomato.com/jalandhar/ozi-jacks-ppr-market/order,PPR Market,0,Jalandhar
Royal King Chicken Hut,?50 for one,Pizza,New,https://www.zomato.com/jalandhar/royal-king-chicken-hut-gt-road/order,GT Road,0,Jalandhar
Royal King Chicken Hut,?50 for one,Burger,New,https://www.zomato.com/jalandhar/royal-king-chicken-hut-gt-road/order,GT Road,0,Jalandhar
Royal King Chicken Hut,?50 for one,Sandwich,New,https://www.zomato.com/jalandhar/royal-king-chicken-hut-gt-road/order,GT Road,0,Jalandhar
Royal King Chicken Hut,?50 for one,Wraps,New,https://www.zomato.com/jalandhar/royal-king-chicken-hut-gt-road/order,GT Road,0,Jalandhar
Tank - The Micro Juicery,?100 for one,Juices,New,https://www.zomato.com/jalandhar/tank-the-micro-juicery-urban-estate/order,Urban Estate,0,Jalandhar
Tank - The Micro Juicery,?100 for one,Shake,New,https://www.zomato.com/jalandhar/tank-the-micro-juicery-urban-estate/order,Urban Estate,0,Jalandhar
Tank - The Micro Juicery,?100 for one,Burger,New,https://www.zomato.com/jalandhar/tank-the-micro-juicery-urban-estate/order,Urban Estate,0,Jalandhar
Tank - The Micro Juicery,?100 for one,Sandwich,New,https://www.zomato.com/jalandhar/tank-the-micro-juicery-urban-estate/order,Urban Estate,0,Jalandhar
Tank - The Micro Juicery,?100 for one,Wraps,New,https://www.zomato.com/jalandhar/tank-the-micro-juicery-urban-estate/order,Urban Estate,0,Jalandhar
Tank - The Micro Juicery,?100 for one,Fast Food,New,https://www.zomato.com/jalandhar/tank-the-micro-juicery-urban-estate/order,Urban Estate,0,Jalandhar
Tank - The Micro Juicery,?100 for one,Street Food,New,https://www.zomato.com/jalandhar/tank-the-micro-juicery-urban-estate/order,Urban Estate,0,Jalandhar
Tank - The Micro Juicery,?100 for one,Salad,New,https://www.zomato.com/jalandhar/tank-the-micro-juicery-urban-estate/order,Urban Estate,0,Jalandhar
MP Dhaba,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/mp-dhaba-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Sharma Food Court,?100 for one,Street Food,-,https://www.zomato.com/jalandhar/sharma-food-court-shastri-nagar/order,Shastri Nagar,0,Jalandhar
HFC Chaap Corner,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/hfc-chaap-corner-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
The Hot Chinese,?100 for one,Fast Food,-,https://www.zomato.com/jalandhar/the-hot-chinese-gt-road/order,GT Road,3,Jalandhar
The Hot Chinese,?100 for one,Chinese,-,https://www.zomato.com/jalandhar/the-hot-chinese-gt-road/order,GT Road,3,Jalandhar
Bhatura Junction,?100 for one,North Indian,-,https://www.zomato.com/jalandhar/bhatura-junction-jalandhar-cantt/order,Jalandhar Cantt,0,Jalandhar
Arora Bakery,?100 for one,Fast Food,-,https://www.zomato.com/jalandhar/arora-bakery-adarsh-nagar/order,Adarsh Nagar,2,Jalandhar
Arora Bakery,?100 for one,Sandwich,-,https://www.zomato.com/jalandhar/arora-bakery-adarsh-nagar/order,Adarsh Nagar,2,Jalandhar
A Makhan Fish & Chicken Amritsari Wale,?100 for one,North Indian,New,https://www.zomato.com/jalandhar/a-makhan-fish-chicken-amritsari-wale-model-town/order,Model Town,0,Jalandhar
Jlebi Corner,?100 for one,Street Food,New,https://www.zomato.com/jalandhar/jlebi-corner-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Jlebi Corner,?100 for one,Rolls,New,https://www.zomato.com/jalandhar/jlebi-corner-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Jlebi Corner,?100 for one,Mithai,New,https://www.zomato.com/jalandhar/jlebi-corner-shastri-nagar/order,Shastri Nagar,0,Jalandhar
Abdul Moradabadi Chicken Corner,?100 for one,North Indian,New,https://www.zomato.com/jalandhar/abdul-moradabadi-chicken-corner-urban-estate/order,Urban Estate,0,Jalandhar
Bunty's Veg & Non-Veg,?100 for one,North Indian,New,https://www.zomato.com/jalandhar/buntys-veg-non-veg-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Bunty's Veg & Non-Veg,?100 for one,Fast Food,New,https://www.zomato.com/jalandhar/buntys-veg-non-veg-adarsh-nagar/order,Adarsh Nagar,0,Jalandhar
Anand Sagar South Indian,?100 for one,South Indian,New,https://www.zomato.com/jalandhar/anand-sagar-south-indian-gt-road/order,GT Road,0,Jalandhar
Cakes 'n' Cream,?200 for one,Bakery,New,https://www.zomato.com/jalandhar/cakes-n-cream-ppr-market/order,PPR Market,0,Jalandhar
Paratha Junction,?200 for one,North Indian,New,https://www.zomato.com/jalandhar/paratha-junction-1-nakodar-road/order,Nakodar Road,0,Jalandhar
Rolls-E- Lajawaab,?200 for one,Fast Food,-,https://www.zomato.com/jalandhar/rolls-e-lajawaab-ppr-market/order,PPR Market,2,Jalandhar
Rolls-E- Lajawaab,?200 for one,Rolls,-,https://www.zomato.com/jalandhar/rolls-e-lajawaab-ppr-market/order,PPR Market,2,Jalandhar
Big Boy Burger Corner,?200 for one,Burger,New,https://www.zomato.com/jalandhar/big-boy-burger-corner-model-town/order,Model Town,0,Jalandhar
Thand Rakh,?200 for one,Fast Food,New,https://www.zomato.com/jalandhar/thand-rakh-model-town/order,Model Town,0,Jalandhar
Thand Rakh,?200 for one,Ice Cream,New,https://www.zomato.com/jalandhar/thand-rakh-model-town/order,Model Town,0,Jalandhar
Thand Rakh,?200 for one,Desserts,New,https://www.zomato.com/jalandhar/thand-rakh-model-town/order,Model Town,0,Jalandhar
Yadav South Indian,?200 for one,South Indian,New,https://www.zomato.com/jalandhar/yadav-south-indian-model-house/order,Model House,0,Jalandhar
Mr Idli,?200 for one,South Indian,New,https://www.zomato.com/jalandhar/mr-idli-ppr-market/order,PPR Market,0,Jalandhar
Mr Idli,?200 for one,Street Food,New,https://www.zomato.com/jalandhar/mr-idli-ppr-market/order,PPR Market,0,Jalandhar
Mr Idli,?200 for one,Beverages,New,https://www.zomato.com/jalandhar/mr-idli-ppr-market/order,PPR Market,0,Jalandhar
Mr Idli,?200 for one,Fast Food,New,https://www.zomato.com/jalandhar/mr-idli-ppr-market/order,PPR Market,0,Jalandhar
Mr Idli,?200 for one,Shake,New,https://www.zomato.com/jalandhar/mr-idli-ppr-market/order,PPR Market,0,Jalandhar
Eggetarian Hub,?200 for one,Fast Food,New,https://www.zomato.com/jalandhar/eggetarian-hub-shastri-nagar/order,Shastri Nagar,0,Jalandhar
